LDSS_ID,DO_NUM,AU_NUM,CLIENT_ID,CL_LAST_NAME,CL_FIRST_NAME,BENEFIT_BEGIN_DATE,APPLICATION_DATE,DOB,HOH_REL_CD,CL_AU_STS_DT,STREET_NUM,STREET_DTCTN_CODE,STREET_NAME,STREET1_ADDRESS,STREET_TYPE_CODE,APT_NUM,CITY,STATE,ZIPCODE,AU_BNFT_AMT,PRIM_LANG_CD,SSN,LIVING_ARRANGEMENT_TYPE_CODE,PREGNANCY_DUE_DT,INCOME_TYPE_CD,INCOME_FREQ_CD,WORK_HOURS_NUM,INCOME_AMT,UI_TYPE_CD,UI_FREQ_CD,UI_AMT,DISABILITY_TYPE_CODE,DISABILITY_START_DATE,DISABILITY_END_DATE,AU_RR_PRD_START_DT,AU_RR_PRD_END_DT,INS_STATUS_CODE,WORK_COUNTER,ABAWD_STATUS,Benefit_Status_Date,Gender
200,8236511375,64-450-1906,9413812365,Hecks,Reidar,20150610,20170925,20170516,"""SE""",20170324,6354,,Nancy,,Pass,,Palo Alto,CA,94302,2729.52,Moldovan,458731730,Widow,,,,,64863.71,,,,,,,20170608,FALSE,FALSE,TRUE,TRUE,20170912,
201,5454149772,40-326-2573,9528984525,Dillingstone,Crystie,20161028,20170614,20170516,"""SE""",20170912,827,,Oak,,Hill,,Tucson,AZ,85732,1215.3,Kazakh,184642470,Widow,,,,,36833.38,,,,,,,20171224,TRUE,TRUE,TRUE,TRUE,20170730,
202,2732420247,92-737-4742,5296286448,Bachelor,Collin,20120826,20170307,20170824,"""SE""",20170601,13093,,Tennyson,,Drive,,Louisville,KY,40256,2423.56,Japanese,541769066,Widower,,,,,77412.83,,,,,,,20171112,TRUE,TRUE,FALSE,FALSE,20170224,
203,909145725,14-226-3711,1421241226,Ashurst,Vally,20110314,20170225,20170219,"""SE""",20170327,8181,,Dixon,,Lane,676,Santa Barbara,CA,93106,1150.35,Polish,769743611,Single,,,,,38988.99,,,,,,,20180116,FALSE,FALSE,FALSE,FALSE,20171123,
204,4487929717,88-683-8759,5194079583,Brunel,Aymer,20171016,20171014,20171231,"""SE""",20170205,39559,,Forest Dale,,Plaza,,Austin,TX,78715,1630.22,Zulu,379649981,Widower,20180327,,,,42792.56,,,,,,,20170716,FALSE,TRUE,FALSE,TRUE,20170414,
205,6805833949,39-754-7303,7786179720,McQuirk,Fanya,20150109,20170215,20170311,"""SE""",20170218,254,,Stone Corner,,Parkway,,Washington,DC,20551,376.65,Irish Gaelic,594235738,Married,,,,,43110.51,,,,,,,20171113,FALSE,TRUE,TRUE,TRUE,20170212,
206,7147882628,22-717-8453,5697583893,Paulino,Valry,20120725,20170827,20170910,"""SE""",20171220,80229,,Weeping Birch,,Trail,8,Tampa,FL,33605,3075.53,Indonesian,641080106,Widower,,,,,14380.31,,,,,,,20170621,TRUE,FALSE,FALSE,TRUE,20171017,
207,9849939052,01-436-5094,5073467647,Hilldrop,Catherina,20130131,20170730,20170130,"""SE""",20170709,81144,,Heffernan,,Trail,802,Charlotte,NC,28235,3037.1,Somali,558633521,Widower,,,,,12019.61,,,,,,,20170615,FALSE,FALSE,FALSE,TRUE,20170920,
208,3229952545,06-520-0839,7377971436,Drivers,Duncan,20111103,20171027,20170624,"""SE""",20180118,71020,,Blackbird,,Avenue,2,El Paso,TX,79945,1877.79,Finnish,376491592,Widower,,,,,21258.5,,,,,,,20171210,TRUE,TRUE,TRUE,FALSE,20171114,
209,1416871322,27-439-6200,4222438677,Coffey,Andres,20150604,20170914,20180110,"""SE""",20170430,55,,Chinook,,Pass,0,Washington,DC,20088,986.75,Kashmiri,744156209,Married,,,,,6282.98,,,,,,,20170625,FALSE,TRUE,FALSE,TRUE,20171106,
210,5451915016,82-371-7842,490397018,Trevaskis,Lexis,20170612,20170503,20171127,"""SE""",20170214,132,,Waywood,,Alley,4,Huntsville,AL,35895,2127.49,Burmese,255430954,Single,,,,,8110.47,,,,,,,20170329,FALSE,FALSE,FALSE,FALSE,20170721,
211,8087638972,34-725-6315,5606876094,Walne,Geri,20160510,20171021,20171011,"""SE""",20171014,8,,Straubel,,Point,,Oakland,CA,94616,858.56,Swahili,650864028,Widower,,,,,,,,,,,,20170722,TRUE,FALSE,FALSE,TRUE,20170628,
212,19181159,94-383-4400,825862469,Haggard,Amaleta,20110523,20170314,20170622,"""SE""",20170207,16,,Glendale,,Pass,75,Wichita,KS,67236,2445.95,Malayalam,886160822,Widow,20180220,,,,69439.42,,,,,,,20170617,TRUE,FALSE,FALSE,TRUE,20170529,
213,5167311594,63-806-2456,6205005875,Brightman,Hakim,20150714,20170812,20170710,"""SE""",20170613,9,,Cardinal,,Trail,,Memphis,TN,38150,1359.57,Assamese,544459098,Widower,,,,,,,,,,,,20171122,FALSE,FALSE,TRUE,TRUE,20170225,
214,2191177581,60-828-0398,4281332499,Hoult,Hanson,20121103,20170312,20170707,"""SE""",20170610,37,,Amoth,,Circle,45,El Paso,TX,88589,2871.9,Filipino,865379340,Widower,,,,,73577.29,,,,,,,20170611,TRUE,TRUE,FALSE,FALSE,20170425,
215,6252687472,22-351-6392,1193874939,Woller,Karin,20121206,20171010,20170427,"""SE""",20170312,63,,Heath,,Plaza,6009,Modesto,CA,95397,2435.44,Kazakh,882977056,Widower,,,,,74461.72,,,,,,,20180113,TRUE,TRUE,TRUE,TRUE,20180110,
216,904824624,24-042-4817,8537480037,Beggs,Tyne,20120927,20170819,20170817,"""SE""",20170908,88,,Upham,,Lane,9122,Woburn,MA,1813,243.08,Tswana,662285308,Widower,,,,,50817.65,,,,,,,20171022,TRUE,FALSE,TRUE,TRUE,20171227,
217,5017096116,29-254-1283,2780746920,Thunderchief,Beryle,20161029,20170218,20170215,"""SE""",20170215,7,,Old Gate,,Plaza,18,Newport Beach,CA,92662,342.95,Quechua,113409099,Widower,20180923,,,,32042.94,,,,,,,20170623,TRUE,TRUE,FALSE,FALSE,20170428,
218,1079516441,21-682-5619,2049025629,Byart,Jacinta,20120717,20170423,20170119,"""SE""",20170710,43,,Mesta,,Point,,San Jose,CA,95150,,Quechua,632476459,Single,,,,,15190.38,,,,,,,20170405,FALSE,TRUE,TRUE,FALSE,20170829,
219,2191416772,96-845-1634,7594642422,Rustedge,Nicola,20141130,20180104,20170808,"""SE""",20170422,62150,,Gulseth,,Circle,,Paterson,NJ,7522,2013.26,Northern Sotho,738075384,Widower,,,,,52797.97,,,,,,,20170610,TRUE,TRUE,FALSE,FALSE,20171209,
220,6069139496,09-581-1426,5173623144,Dumphrey,Gilemette,20170929,20170125,20170130,"""SE""",20170516,3546,,Express,,Plaza,,Portland,OR,97216,1409.64,Albanian,334205309,Widower,,,,,45125.5,,,,,,,20170129,FALSE,FALSE,TRUE,FALSE,20170322,
221,9936037111,50-412-9555,5129214609,Rannald,Willy,20140705,20170514,20170529,"""SE""",20170425,50,,Macpherson,,Avenue,,San Jose,CA,95160,2018.01,Burmese,697865218,Widower,,,,,57439.95,,,,,,,20171003,TRUE,TRUE,FALSE,TRUE,20170703,
222,4174995346,38-394-6031,77808428,Habbijam,Ewart,20160306,20171015,20170819,"""SE""",20170606,8,,Arizona,,Park,,San Jose,CA,95173,1107.52,Hindi,696233590,Widower,,,,,42762.98,,,,,,,20170712,FALSE,TRUE,TRUE,FALSE,20170402,
223,2631194675,02-746-3874,6498527978,Wibberley,Alonzo,20171028,20171212,20170408,"""SE""",20170729,995,,Beilfuss,,Way,,El Paso,TX,79989,2025.98,Persian,588702708,Married,20180702,,,,6052.62,,,,,,,20170819,TRUE,FALSE,FALSE,TRUE,20171109,
224,6254675889,96-335-6710,8121042518,Vigietti,Mal,20161023,20170523,20170729,"""SE""",20170210,5,,Service,,Junction,,Meridian,MS,39305,2021.65,Moldovan,330200941,Married,,,,,21511.52,,,,,,,20170830,FALSE,FALSE,FALSE,TRUE,20171002,
225,689760833,87-475-1565,6180761965,Espie,Riva,20110525,20170128,20170822,"""SE""",20170304,6,,Loeprich,,Trail,,Tucson,AZ,85710,1323.51,Dzongkha,830195844,Married,,,,,71695.8,,,,,,,20170828,TRUE,TRUE,FALSE,FALSE,20170225,
226,1747025917,61-445-6263,8026313704,McGrorty,Sheela,20161225,20170707,20171129,"""SE""",20171022,58,,Charing Cross,,Circle,9,Stockton,CA,95298,1011.84,Zulu,801515469,Single,,,,,24031.2,,,,,,,20170602,FALSE,FALSE,TRUE,TRUE,20171205,
227,5999545455,62-314-5427,6282551749,Dunsmuir,Mendie,20151114,20170606,20170417,"""SE""",20170201,20,,Bashford,,Road,,Sacramento,CA,94297,2214.52,Italian,453467752,Married,20180323,,,,33143.12,,,,,,,20170608,TRUE,TRUE,FALSE,TRUE,20171214,
228,5681924599,86-602-1513,2071249992,Littlecote,Belia,20121017,20170524,20170413,"""SE""",20170915,8,,Corry,,Terrace,,Johnstown,PA,15906,1903.78,Punjabi,520209027,Widower,,,,,57427.65,,,,,,,20170925,TRUE,TRUE,TRUE,FALSE,20170902,
229,9734767518,82-017-4056,2487718722,Middleditch,Salim,20121229,20170123,20170830,"""SE""",20170222,3452,,Katie,,Drive,647,Grand Rapids,MI,49518,2920.75,Tamil,683724181,Widow,,,,,43220.45,,,,,,,20171101,FALSE,TRUE,TRUE,TRUE,20171228,
230,6429852768,21-335-8234,2929571330,Oret,Robert,20160525,20170601,20170406,"""SE""",20170907,91861,,Shoshone,,Avenue,4981,Birmingham,AL,35236,2807.92,Hebrew,387397176,Divorced,,,,,63668.39,,,,,,,20170516,TRUE,FALSE,FALSE,TRUE,20171017,
231,7475145956,17-802-3132,9274550332,Graver,Justin,20120530,20170611,20171103,"""SE""",20170507,46222,,Starling,,Park,654,Green Bay,WI,54305,3192.36,Tetum,535191126,Divorced,,,,,37923.25,,,,,,,20170712,FALSE,FALSE,FALSE,TRUE,20171229,
232,9825972602,05-622-2279,3564826815,Maddaford,Dee,20141114,20170629,20180107,"""SE""",20170404,3,,Sutherland,,Street,,Henderson,NV,89012,2199.11,Latvian,365394502,Widower,,,,,30095.98,,,,,,,20170805,FALSE,TRUE,FALSE,TRUE,20171113,
233,453216943,70-087-3802,8088701899,Rens,Bary,20110519,20170130,20171116,"""SE""",20170707,6696,,Stone Corner,,Point,2882,Denver,CO,80209,,Nepali,393432127,Divorced,20180222,,,,39771.92,,,,,,,20171002,FALSE,FALSE,FALSE,FALSE,20170604,
234,6526054838,43-115-7855,9378448542,Schaffel,Lowell,20150920,20170806,20170818,"""SE""",20171103,43,,Ohio,,Alley,,Savannah,GA,31405,1506.44,Papiamento,483818493,Single,,,,,27730.36,,,,,,,20170226,FALSE,TRUE,TRUE,TRUE,20170304,
235,7428662176,65-616-1381,7834032305,Trayhorn,Clotilda,20130317,20171005,20170314,"""SE""",20170427,11,,Westerfield,,Terrace,,Washington,DC,20022,1320.02,Punjabi,280987439,Widow,20180124,,,,36745.85,,,,,,,20170817,FALSE,TRUE,TRUE,FALSE,20170703,
236,7122419029,20-923-0074,5858817297,Terram,Brant,20160619,20171021,20170314,"""SE""",20170630,728,,Union,,Trail,,Tallahassee,FL,32304,1387.23,Kashmiri,507969031,Divorced,,,,,62506.83,,,,,,,20170430,FALSE,FALSE,FALSE,TRUE,20170328,
237,6665520137,38-197-6832,7687230612,Kersey,Georgi,20110813,20170930,20170401,"""SE""",20170823,0,,Elgar,,Circle,1,Louisville,KY,40287,2761.27,GuaranÃ_,518418482,Married,,,,,,,,,,,,20171101,FALSE,TRUE,FALSE,TRUE,20171023,
238,9603342637,17-877-2157,7681519319,Grebner,Cecilius,20140509,20170428,20170212,"""SE""",20171014,19,,Walton,,Street,87,West Hartford,CT,6127,3243.66,Bengali,605367519,Divorced,,,,,57743.74,,,,,,,20170722,TRUE,TRUE,TRUE,TRUE,20170602,
239,6701525520,60-342-8048,1811937047,Lawlan,Blakelee,20140213,20170422,20170624,"""SE""",20170817,65456,,Blackbird,,Junction,382,Washington,DC,20244,215.85,German,352955542,Divorced,,,,,18571.32,,,,,,,20170310,TRUE,FALSE,TRUE,TRUE,20170503,
240,109579232,78-541-0130,4610421623,Oppie,Leoine,20151002,20180118,20170212,"""SE""",20170511,91,,Jenna,,Avenue,,North Hollywood,CA,91616,3136.6,Khmer,606927299,Divorced,,,,,40372.84,,,,,,,20170329,FALSE,FALSE,TRUE,FALSE,20170317,
241,855951257,87-405-5369,1182197205,Saphin,Angie,20160826,20170302,20170305,"""SE""",20170702,57,,Milwaukee,,Road,,Miami,FL,33261,520.88,Swati,553762918,Widower,20180210,,,,69484.63,,,,,,,20170609,FALSE,FALSE,FALSE,TRUE,20170302,
242,1105143201,62-774-6767,6899783444,Macer,Morly,20171102,20170308,20170325,"""SE""",20171003,878,,Cody,,Road,5,Washington,DC,20238,,Moldovan,348175298,Widow,,,,,,,,,,,,20170212,FALSE,TRUE,TRUE,TRUE,20170924,
243,6501075696,84-113-1720,9674450408,Wadley,Joann,20130825,20170222,20170330,"""SE""",20171128,0,,Roth,,Place,,Las Vegas,NV,89130,345.35,Tajik,389309802,Widower,,,,,34589.17,,,,,,,20170820,FALSE,TRUE,TRUE,TRUE,20170813,
244,8343013425,11-009-3750,4344609611,Honack,Lilith,20130615,20170702,20170410,"""SE""",20170616,463,,American Ash,,Junction,162,Cincinnati,OH,45254,544.74,Hebrew,396347143,Widow,20180415,,,,41510.88,,,,,,,20171025,TRUE,FALSE,FALSE,FALSE,20170917,
245,2605696715,94-857-9225,6280579182,Babbs,Tillie,20110725,20170120,20171030,"""SE""",20171122,85,,Shelley,,Drive,6579,Tucson,AZ,85705,2289.62,Spanish,634032095,Widow,,,,,46978.18,,,,,,,20170430,FALSE,FALSE,TRUE,TRUE,20171028,
246,8870923037,47-513-4956,2307868321,Saurin,Cart,20180115,20171219,20171222,"""SE""",20170610,75,,7th,,Hill,9946,Memphis,TN,38197,1967.39,Swedish,526720671,Widow,,,,,1477.51,,,,,,,20170128,FALSE,TRUE,TRUE,FALSE,20170207,
247,3154813314,72-353-3895,2031861824,Edmund,Taffy,20110527,20170212,20171128,"""SE""",20171001,9881,,Hazelcrest,,Plaza,644,Redwood City,CA,94064,2006.31,Nepali,409119934,Widower,,,,,16309.13,,,,,,,20170128,TRUE,FALSE,TRUE,TRUE,20170718,
248,5182228953,38-452-8872,715747320,Woodland,Stacee,20110312,20170218,20170130,"""SE""",20170625,330,,Toban,,Park,,Shreveport,LA,71137,1436.31,Afrikaans,660937355,Widow,,,,,,,,,,,,20170913,TRUE,FALSE,TRUE,FALSE,20180116,
249,795039662,76-334-3544,6605530675,Grafhom,Deanne,20111119,20170313,20171129,"""SE""",20171110,8,,Russell,,Hill,,Anaheim,CA,92812,3172.83,Moldovan,867524848,Divorced,,,,,7633.47,,,,,,,20170808,TRUE,FALSE,TRUE,TRUE,20171129,
250,9047892933,24-994-0886,1122542380,Billanie,Thekla,20170625,20171221,20170323,"""SE""",20170717,35804,,Farwell,,Street,,Fort Wayne,IN,46857,1358.66,New Zealand Sign Language,324516057,Single,,,,,,,,,,,,20170131,FALSE,TRUE,TRUE,TRUE,20171008,
251,79597645,28-651-3836,2497773882,Huzzey,Wendel,20110331,20170130,20170530,"""SE""",20170426,6484,,Ridgeway,,Lane,,Amarillo,TX,79159,486.82,Malayalam,543048510,Divorced,,,,,50141.11,,,,,,,20171018,FALSE,TRUE,FALSE,TRUE,20170410,
252,6089961388,78-296-7124,1019631155,Crier,Isahella,20170224,20170809,20170625,"""SE""",20170829,4019,,Bluejay,,Street,,Albuquerque,NM,87190,560.97,Azeri,357136477,Divorced,,,,,43613.46,,,,,,,20170815,FALSE,TRUE,FALSE,FALSE,20171030,
253,8423300692,59-414-3935,7112306833,Worvell,Ingmar,20170203,20171113,20170918,"""SE""",20171103,614,,Petterle,,Trail,41,Peoria,IL,61635,1483.42,Kurdish,888723193,Widower,,,,,75510.86,,,,,,,20170530,TRUE,FALSE,TRUE,TRUE,20171208,
254,5207482599,77-503-7609,686337298,Scneider,Elliott,20121008,20170126,20170921,"""SE""",20170324,5,,Sugar,,Park,,Bronx,NY,10464,2416.08,Filipino,115737798,Married,,,,,53674.67,,,,,,,20170404,FALSE,TRUE,FALSE,FALSE,20170205,
255,6672668470,79-213-5515,8137699562,Pfeifer,Gearard,20160720,20180108,20180102,"""SE""",20170612,937,,Delaware,,Avenue,,Boynton Beach,FL,33436,2606.04,Arabic,340278169,Divorced,20180212,,,,69443.34,,,,,,,20170407,TRUE,FALSE,TRUE,TRUE,20171019,
256,1677445645,27-528-4950,8605612444,Filppetti,Laurent,20140128,20170727,20170810,"""SE""",20171030,9146,,Montana,,Circle,,Indianapolis,IN,46278,1739.93,Japanese,671087598,Divorced,20181018,,,,75395.08,,,,,,,20180110,TRUE,TRUE,FALSE,FALSE,20170210,
257,352388277,04-211-3291,1602231087,Kenwood,Joey,20170301,20170719,20170220,"""SE""",20170701,7635,,Sherman,,Parkway,,New Orleans,LA,70187,1157.68,Khmer,524378243,Single,,,,,70479.59,,,,,,,20170611,TRUE,FALSE,TRUE,TRUE,20170610,
258,3221234899,52-869-5838,927288400,Feld,Chad,20150503,20170430,20170730,"""SE""",20170912,811,,Dixon,,Pass,,El Paso,TX,79994,1218.65,English,870601700,Single,,,,,77811.41,,,,,,,20170818,FALSE,TRUE,TRUE,FALSE,20171101,
259,2823368361,87-788-9004,4984158727,Childers,Madelon,20141207,20171016,20170422,"""SE""",20170503,913,,Buhler,,Pass,40,Dallas,TX,75358,1464.34,Tamil,165820789,Single,,,,,60727.36,,,,,,,20171015,TRUE,TRUE,TRUE,FALSE,20171001,
260,1702950301,12-981-0249,6362980484,Cleife,Margy,20140116,20170212,20170613,"""SE""",20170602,39684,,Derek,,Lane,,Melbourne,FL,32919,1979.72,Telugu,549470018,Single,20180404,,,,27791.3,,,,,,,20170910,FALSE,FALSE,FALSE,FALSE,20170720,
261,196248965,49-405-0497,7271569014,Pendrid,Sandie,20150906,20170124,20170424,"""SE""",20170224,13,,Randy,,Point,236,Vienna,VA,22184,1970.84,Afrikaans,503069807,Divorced,,,,,5664.31,,,,,,,20170722,TRUE,FALSE,TRUE,FALSE,20170531,
262,1493079107,91-418-5872,21221162,Jellico,Colet,20150509,20171219,20171121,"""SE""",20170505,5,,8th,,Drive,6424,Miami,FL,33283,2047.91,Luxembourgish,220081323,Divorced,,,,,69752.83,,,,,,,20170215,TRUE,FALSE,FALSE,FALSE,20170628,
263,449249417,55-599-3617,2770180,Mabe,Allissa,20121115,20171107,20171025,"""SE""",20180106,3638,,Fuller,,Center,,Norwalk,CT,6854,2281.54,Gujarati,340564324,Widower,,,,,23562.86,,,,,,,20170313,FALSE,FALSE,TRUE,TRUE,20170321,
264,3333569671,03-374-5656,7121865084,Frankema,Bobine,20161022,20170604,20170427,"""SE""",20171125,9555,,Morrow,,Avenue,376,Arlington,VA,22212,2531.97,Papiamento,632485486,Widow,,,,,,,,,,,,20170402,TRUE,TRUE,FALSE,FALSE,20180116,
265,5982267783,62-431-5928,1555495389,Simpkiss,Cristabel,20141116,20171005,20170625,"""SE""",20170720,918,,Judy,,Road,,Austin,TX,78749,2953.72,Arabic,570734727,Married,,,,,22390.62,,,,,,,20170307,FALSE,FALSE,TRUE,FALSE,20170310,
266,526773634,84-924-8630,3580378333,Camp,Saul,20150508,20170921,20171112,"""SE""",20171005,908,,Daystar,,Place,,Loretto,MN,55598,3014.41,GuaranÃ_,895055090,Single,,,,,69572.74,,,,,,,20170120,FALSE,TRUE,TRUE,FALSE,20170204,
267,9475880917,63-927-4670,9772247399,Laugharne,Cole,20120609,20170217,20170723,"""SE""",20171118,45244,,Crowley,,Parkway,,Saint Paul,MN,55114,2619.74,Icelandic,620054722,Widower,,,,,,,,,,,,20170209,FALSE,FALSE,FALSE,TRUE,20171030,
268,1405361921,15-276-7293,4692292628,Churcher,Shelby,20130622,20170804,20170301,"""SE""",20171219,84,,Pierstorff,,Alley,,Gatesville,TX,76598,1520.71,Pashto,355447756,Single,20180725,,,,33207.16,,,,,,,20171204,FALSE,FALSE,TRUE,FALSE,20170402,
269,8089763049,43-241-7030,7002925482,Biagini,Fraser,20140718,20170629,20170918,"""SE""",20170912,80227,,Golden Leaf,,Center,85,Huntsville,AL,35810,,Maltese,462555457,Married,,,,,23309.88,,,,,,,20170331,FALSE,TRUE,FALSE,FALSE,20171122,
270,4037261677,02-359-6768,4890424326,Jachimczak,Juanita,20140901,20170708,20170119,"""SE""",20171018,5,,Sutherland,,Avenue,8419,Roanoke,VA,24014,428.36,Danish,443223646,Widower,,,,,5212.28,,,,,,,20170924,TRUE,FALSE,TRUE,TRUE,20170503,
271,5970955302,25-082-8688,9026846576,Berns,Veriee,20110622,20170717,20170423,"""SE""",20171207,359,,Glendale,,Road,,Memphis,TN,38131,3069.93,Korean,510388306,Single,,,,,52608.58,,,,,,,20170812,TRUE,FALSE,FALSE,FALSE,20180104,
272,2588373658,38-748-4842,1139353772,Tidcombe,Carine,20130806,20171111,20171225,"""SE""",20170920,44048,,Warner,,Avenue,,Washington,DC,20022,1928.85,Assamese,433094846,Divorced,,,,,72435.32,,,,,,,20170816,TRUE,TRUE,FALSE,TRUE,20171225,
273,2385359650,68-336-2430,971579946,Kerswell,Lindsay,20111222,20180102,20180105,"""SE""",20170308,888,,Ridgeway,,Terrace,62,Buffalo,NY,14225,1931.29,Kannada,382854197,Single,20180720,,,,77656.63,,,,,,,20170408,TRUE,TRUE,FALSE,TRUE,20170807,
274,1441575138,59-735-8207,3132586501,Rodell,Jessica,20161120,20171028,20171008,"""SE""",20170513,2596,,Utah,,Lane,,Sarasota,FL,34276,409.75,Kyrgyz,611440466,Divorced,,,,,40756.94,,,,,,,20170214,TRUE,TRUE,TRUE,FALSE,20170818,
275,4739439948,12-095-6270,7226873842,Mellmoth,Essy,20131014,20170214,20170618,"""SE""",20171228,9,,Springs,,Junction,776,Austin,TX,78769,1705.39,Zulu,537030282,Widower,,,,,16975.6,,,,,,,20171214,FALSE,FALSE,FALSE,FALSE,20170921,
276,7075371193,18-949-1958,629712646,Ambrogini,Dotti,20120920,20170808,20170701,"""SE""",20170331,3,,Karstens,,Park,,Chesapeake,VA,23324,1499.01,Swahili,865871154,Single,,,,,68997.96,,,,,,,20170427,TRUE,FALSE,FALSE,TRUE,20170305,
277,7411870749,48-540-0128,6074569762,Ham,Lianne,20160804,20170824,20171129,"""SE""",20171021,7493,,Drewry,,Park,8486,Charlotte,NC,28289,1445.43,Azeri,571320126,Widow,,,,,79723.89,,,,,,,20170612,FALSE,TRUE,TRUE,FALSE,20170910,
278,3786892024,86-695-1202,4371191029,Chazier,Wynnie,20140808,20180110,20171218,"""SE""",20170824,5414,,Corscot,,Hill,944,Seattle,WA,98115,2272.94,MÄÅori,114106200,Widower,20180403,,,,65809.56,,,,,,,20170315,FALSE,TRUE,FALSE,FALSE,20170707,
279,544372352,02-783-2798,5440489711,MacSwayde,Deana,20110824,20171206,20170524,"""SE""",20171106,66566,,Pennsylvania,,Crossing,3,Charleston,WV,25305,1098.17,Danish,498156359,Divorced,,,,,60311.87,,,,,,,20170416,FALSE,TRUE,FALSE,TRUE,20170826,
280,9881127386,10-785-5855,7121466481,Millichap,Dulce,20130621,20170124,20171115,"""SE""",20170321,2,,Hanson,,Park,,Kansas City,MO,64153,415.12,Dhivehi,720899945,Married,,,,,50348.26,,,,,,,20170826,TRUE,FALSE,TRUE,TRUE,20170509,
281,7706433099,19-052-4026,5675093524,McKeachie,Nicolle,20120515,20171029,20170914,"""SE""",20170302,5,,American,,Court,,Augusta,GA,30919,2965.09,Somali,307285140,Widow,20180202,,,,72956.51,,,,,,,20170716,FALSE,TRUE,TRUE,FALSE,20170210,
282,389472786,68-113-0409,3665847583,Morbey,Brandon,20161215,20170412,20171218,"""SE""",20170222,20,,Lerdahl,,Parkway,2403,Monroe,LA,71213,247.14,Dhivehi,368132067,Divorced,,,,,,,,,,,,20171220,FALSE,FALSE,FALSE,FALSE,20170127,
283,475877853,34-578-6184,1119980607,Wrefford,Nate,20160628,20170906,20170309,"""SE""",20171228,12564,,Loftsgordon,,Pass,,Albany,NY,12247,2076.08,Indonesian,493030028,Married,20180706,,,,19528.76,,,,,,,20170427,TRUE,TRUE,TRUE,TRUE,20170918,
284,9373411446,84-732-7459,5110061734,Sterre,Norton,20170606,20170922,20171026,"""SE""",20170218,9681,,Burrows,,Terrace,325,Port Saint Lucie,FL,34985,1602.86,Czech,396423743,Widow,,,,,60086.15,,,,,,,20180109,TRUE,TRUE,TRUE,FALSE,20170311,
285,8070396415,51-767-1550,3607643350,Ridges,Almeria,20120812,20170510,20170712,"""SE""",20170228,3410,,Carpenter,,Trail,5157,Boulder,CO,80328,1459.31,Burmese,365635985,Single,,,,,21950.21,,,,,,,20171130,TRUE,TRUE,FALSE,TRUE,20170704,
286,3144361356,69-062-1804,7049571083,Hebblethwaite,Nate,20140325,20170910,20170508,"""SE""",20170715,95,,Kensington,,Hill,3739,Detroit,MI,48206,614.51,Papiamento,661274957,Widow,,,,,26385.78,,,,,,,20170414,FALSE,TRUE,FALSE,TRUE,20170812,
287,7604937020,95-400-8559,14793881,Cod,Constanta,20170911,20170607,20180112,"""SE""",20170921,8,,Talmadge,,Junction,,Saint Louis,MO,63143,1819.61,Hungarian,848361444,Single,,,,,16909.09,,,,,,,20171216,TRUE,FALSE,FALSE,FALSE,20171229,
288,5214520522,53-703-6283,8558093253,McGowan,Garvy,20111223,20170319,20170807,"""SE""",20171215,8,,Corry,,Place,89,Washington,DC,20535,2818.22,Nepali,311678885,Widow,20180511,,,,52650.14,,,,,,,20180108,TRUE,FALSE,TRUE,FALSE,20170603,
289,5424827519,52-153-0910,5780202397,Garretts,Janetta,20150104,20170130,20171218,"""SE""",20170206,947,,Fuller,,Trail,5,Fresno,CA,93740,2189.18,Khmer,580961943,Widow,,,,,12819.61,,,,,,,20170627,TRUE,TRUE,FALSE,TRUE,20170408,
290,2667488253,56-484-7625,9063439423,McCaughan,Sarina,20120311,20170128,20170211,"""SE""",20170623,317,,Manley,,Crossing,,Mc Keesport,PA,15134,2009.24,Fijian,168290350,Married,,,,,11967.49,,,,,,,20170722,FALSE,TRUE,TRUE,FALSE,20170415,
291,7471474246,55-471-0834,4084173908,Bach,Candra,20150707,20180103,20170727,"""SE""",20170722,618,,Forster,,Lane,,Hot Springs National Park,AR,71914,1751.3,Zulu,216609127,Widower,,,,,71818.37,,,,,,,20170626,FALSE,TRUE,FALSE,FALSE,20171108,
292,582016096,66-709-0224,8384938164,Sawley,Janella,20110322,20170410,20171128,"""SE""",20171102,307,,Kinsman,,Court,61138,Sparks,NV,89436,1058.15,Chinese,881720008,Widow,,,,,8353.4,,,,,,,20170830,TRUE,TRUE,TRUE,TRUE,20170818,
293,8117249758,57-994-4080,2406838374,Tangye,Tiertza,20161205,20170907,20170815,"""SE""",20180101,42673,,Shasta,,Lane,,Columbia,SC,29208,3105.79,Punjabi,442648166,Divorced,20180126,,,,,,,,,,,20170331,TRUE,TRUE,TRUE,TRUE,20170217,
294,8454698361,44-028-4449,1176911880,Romand,Rose,20110206,20170121,20170226,"""SE""",20171017,993,,Manley,,Park,,Tallahassee,FL,32399,1186.8,Ndebele,225596562,Single,,,,,,,,,,,,20170723,TRUE,FALSE,TRUE,FALSE,20170308,
295,4480114580,21-177-7903,7191556137,Spadeck,Edin,20130809,20170722,20170214,"""SE""",20170711,48,,Rieder,,Center,,Yonkers,NY,10705,2028.16,Kannada,304519495,Single,,,,,44554.38,,,,,,,20170827,TRUE,FALSE,FALSE,TRUE,20170518,
